,Zipcode,Property Type,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Amenities,Cleaning Fee,Cancellation Policy,Latitude,Longitude,Price
16401,11226.0,House,3500.0,1.0,2.0,98.0,2.0,"Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox",25.0,strict,40.643369535584604,-73.96291872618963,81.0
16403,11226.0,House,3600.0,1.0,1.0,96.0,1.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox",20.0,strict,40.64478300301606,-73.96161630653867,37.0
16517,10030.0,Apartment,975.0,1.0,2.0,95.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Shampoo,24-hour check-in,Iron",100.0,moderate,40.81922143793993,-73.94160811262512,190.0
16536,10019.0,Apartment,10118.0,2.0,2.0,80.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Carbon monoxide detector,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",80.0,strict,40.76647615777571,-73.99653892496403,300.0
16580,10022.0,Apartment,1000.0,2.0,1.0,95.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry,Private entrance",120.0,moderate,40.76156714910364,-73.96770471616023,350.0
16815,11221.0,Apartment,1000.0,1.0,1.0,94.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit",50.0,strict,40.68717478345091,-73.92250433217137,125.0
16911,11226.0,Apartment,210.0,1.0,1.0,98.0,1.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets",40.0,moderate,40.655138743301954,-73.95956016491355,71.0
17137,10011.0,Apartment,925.0,1.0,1.0,91.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",75.0,strict,40.74639796099204,-73.99964981501378,239.0
17190,11221.0,House,0.0,1.0,1.0,80.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector",35.0,moderate,40.69811197213792,-73.93089520740773,130.0
17318,10002.0,Apartment,1400.0,2.0,2.0,100.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo",120.0,moderate,40.720830900021426,-73.99085345413741,700.0
17349,10002.0,Apartment,500.0,1.0,1.0,96.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",95.0,strict,40.716121674215714,-73.97954321380745,175.0
17456,10009.0,Apartment,600.0,1.0,0.0,87.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,moderate,40.729357415674,-73.97893666946517,124.0
17483,10009.0,Apartment,550.0,1.0,1.0,96.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",90.0,strict,40.729864229562565,-73.97913242051717,199.0
17532,11201.0,Apartment,870.0,1.0,1.0,100.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",100.0,moderate,40.69404554850504,-73.98382249681501,199.0
17558,11222.0,Apartment,250.0,1.0,1.0,91.0,1.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Heating,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",40.0,moderate,40.72551378082419,-73.94543830374701,35.0
17730,11101.0,Apartment,800.0,1.0,1.0,100.0,3.0,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Shampoo",80.0,strict,40.75400768362422,-73.91764106161223,110.0
17963,10003.0,Apartment,550.0,1.0,1.0,77.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",40.0,strict,40.72635663633978,-73.98916592633617,99.0
17967,10003.0,Apartment,1100.0,2.0,2.0,85.0,9.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",95.0,strict,40.72939220457544,-73.9885729118992,189.0
18081,80220.0,House,850.0,1.0,1.0,97.0,4.0,"TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Breakfast,Pets live on this property,Dog(s),Cat(s),Hot Tub,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",20.0,moderate,39.74156251155385,-104.91633219003343,70.0
18234,60628.0,Apartment,800.0,1.0,1.0,97.0,1.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,strict,41.6890862995991,-87.60880249949697,75.0
18261,90046.0,House,1.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox",100.0,strict,34.08716432834705,-118.34408335509971,100.0
18377,90036.0,Apartment,1000.0,2.0,1.0,89.0,6.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Washer,Dryer",70.0,strict,34.077807829583804,-118.35714292043251,160.0
18580,90027.0,Guesthouse,750.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Pets live on this property,Dog(s),Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",85.0,strict,34.11661224614204,-118.28775584140708,395.0
18792,90291.0,Apartment,1200.0,2.0,2.0,92.0,9.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector",70.0,strict,33.99255031985414,-118.47821704549207,170.0
18807,90292.0,Apartment,2000.0,4.0,3.5,99.0,9.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",280.0,strict,33.97648003163714,-118.46283836546043,430.0
18811,90291.0,Apartment,650.0,1.0,1.0,99.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Private entrance",95.0,strict,33.984376903314065,-118.46660791358723,325.0
18923,91403.0,House,170.0,1.0,1.0,98.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Pack ’n Play/travel crib",40.0,moderate,34.1603424345999,-118.45780476930808,75.0
18973,91307.0,House,1780.0,3.0,2.0,96.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",100.0,strict,34.19272647694828,-118.63581662422537,182.0
19041,90046.0,House,2000.0,2.0,2.0,93.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",150.0,strict,34.11582005022522,-118.37429706683511,375.0
19348,90403.0,Apartment,750.0,2.0,1.0,80.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials",80.0,strict,34.02631060874999,-118.49369121625952,399.0
19527,70119.0,House,1000.0,1.0,1.0,96.0,2.0,"TV,Air conditioning,Kitchen,Pets allowed,Breakfast,Pets live on this property,Dog(s),Heating,Family/kid friendly,Suitable for events,Smoke detector,Fire extinguisher,Essentials,Shampoo",40.0,moderate,29.978537513665977,-90.10840367620335,99.0
19557,70119.0,Apartment,600.0,2.0,1.0,97.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Fire extinguisher,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron",50.0,strict,29.980857288364593,-90.09198117994238,90.0
19613,70119.0,House,1500.0,5.0,2.0,91.0,12.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance,Hot water,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Cleaning before checkout",135.0,strict,29.962889416051887,-90.08210627893506,299.0
19765,10011.0,Loft,1500.0,1.0,1.0,97.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",175.0,strict,40.74055990037032,-73.99261635619618,550.0
19814,10003.0,Apartment,300.0,0.0,1.0,80.0,2.0,"TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials",75.0,strict,40.72499878575669,-73.98850558225466,150.0
19825,10003.0,Apartment,750.0,1.0,1.0,92.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",100.0,strict,40.725069778239295,-73.98861371157473,125.0
19881,10002.0,Apartment,1150.0,2.0,1.0,96.0,6.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",150.0,strict,40.715045161062434,-73.99107622300966,300.0
19934,11238.0,Apartment,450.0,1.0,1.0,93.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo",50.0,moderate,40.68533063092327,-73.96808260390705,129.0
19967,11225.0,Apartment,850.0,2.0,1.0,95.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",100.0,strict,40.6593714491928,-73.95906212187997,229.0
19975,11225.0,Apartment,300.0,0.0,1.0,92.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Window guards",60.0,moderate,40.659077555104886,-73.96125498578088,100.0
20092,10019.0,Apartment,200.0,1.0,1.0,91.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Gym,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,strict,40.762577826813065,-73.98664695450962,145.0
20310,10027.0,Apartment,1000.0,2.0,1.0,93.0,10.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer",150.0,strict,40.80533004043074,-73.9477442696025,350.0
20330,10031.0,Apartment,1200.0,1.0,1.0,100.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",300.0,strict,40.8297738705211,-73.9407104137555,200.0
20394,11233.0,Apartment,1200.0,3.0,1.0,79.0,12.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly",80.0,strict,40.68134004994295,-73.93636742120849,180.0
20500,10035.0,Apartment,1800.0,2.0,3.0,96.0,4.0,"Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector",100.0,flexible,40.80108017722003,-73.94346464058046,195.0
20600,11225.0,Apartment,950.0,2.0,1.0,92.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,strict,40.66888398007895,-73.95292116544745,145.0
20603,11216.0,Apartment,950.0,1.0,1.0,100.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",40.0,strict,40.671104066794975,-73.95231033180215,99.0
20604,11231.0,Apartment,1600.0,1.0,1.0,95.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Laptop friendly workspace",20.0,moderate,40.6820637912879,-74.00314594246566,75.0
20636,10010.0,Apartment,120.0,1.0,1.0,97.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",50.0,strict,40.73637076470992,-73.98131281784715,85.0
20670,11238.0,Apartment,0.0,2.0,1.0,96.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",100.0,strict,40.696320066776174,-73.97584869326623,175.0
20688,78723.0,House,1600.0,3.0,2.0,100.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Breakfast,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",150.0,moderate,30.301793990681162,-97.67860875150784,175.0
20710,78702.0,House,2000.0,2.0,2.0,100.0,6.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo",100.0,strict,30.27200936578195,-97.72599825915424,600.0
20824,78702.0,Loft,1000.0,0.0,1.0,100.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,strict,30.257885514812827,-97.71613796585184,280.0
20843,78702.0,House,520.0,1.0,1.0,94.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,strict,30.256197886638606,-97.724571988117,79.0
20897,78704.0,Apartment,700.0,0.0,1.0,98.0,2.0,"TV,Wireless Internet,Air conditioning,Free parking on premises,Heating,Essentials",25.0,strict,30.2450257796992,-97.745307940655,200.0
20913,78723.0,House,1100.0,3.0,2.0,100.0,4.0,"Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Washer,Dryer",150.0,strict,30.308775784897808,-97.6994519868993,900.0
20955,78733.0,House,1500.0,3.0,2.0,95.0,7.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",200.0,strict,30.344670983178283,-97.86234646005535,225.0
20982,78703.0,House,900.0,1.0,1.0,97.0,2.0,"TV,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Heating,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher",40.0,flexible,30.29621383853776,-97.7839253165954,300.0
21053,78703.0,House,1100.0,2.0,1.0,100.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Cat(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector",75.0,flexible,30.278859803448604,-97.75973489067276,400.0
21214,2130.0,Apartment,1700.0,1.0,1.5,98.0,2.0,"Internet,Wireless Internet,Air Conditioning,Indoor Fireplace,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials",25.0,moderate,42.30510762836565,-71.1064329714123,62.0
21288,2129.0,Apartment,875.0,2.0,1.0,92.0,8.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",150.0,flexible,42.377387032265055,-71.06043519614649,169.0
21470,91335.0,House,1100.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Hot tub,Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30.0,moderate,34.2057597409894,-118.55648709161831,55.0
21529,11206.0,Loft,290.0,1.0,1.0,90.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49",55.0,moderate,40.6992103951251,-73.93649985802287,54.0
21603,10304.0,Apartment,66.0,1.0,1.0,87.0,2.0,"Cable TV,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Breakfast,Pets live on this property,Dog(s),Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",10.0,moderate,40.62318272833055,-74.07847798489716,59.0
21667,10011.0,Apartment,1500.0,2.0,2.0,87.0,4.0,"Cable TV,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",250.0,strict,40.74599417567511,-74.00253052317946,700.0
21697,11231.0,Apartment,700.0,2.0,1.0,92.0,5.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Private entrance",95.0,strict,40.68635616623681,-74.00345174627381,139.0
22065,10001.0,Loft,2000.0,2.0,2.0,100.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Baby monitor,Outlet covers,Bathtub,Baby bath,Children’s books and toys,Window guards,Babysitter recommendations,Pack ’n Play/travel crib,Room-darkening shades,Children’s dinnerware",160.0,strict,40.7466360044377,-73.99441105045754,399.0
22079,11221.0,Apartment,550.0,2.0,1.0,100.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials",75.0,strict,40.69290507526585,-73.94268809826887,175.0
22162,11206.0,Apartment,1600.0,1.0,1.0,92.0,4.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room",95.0,strict,40.69381639222175,-73.95001746180294,120.0
22268,90291.0,Apartment,800.0,2.0,1.0,99.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock,Bathtub,Pack ’n Play/travel crib,Room-darkening shades",100.0,strict,33.98960405654691,-118.46677367820571,179.0
22389,91604.0,House,3000.0,3.0,2.5,100.0,6.0,"Cable TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit",150.0,strict,34.1372332350714,-118.37872009102888,375.0
22406,90265.0,House,2900.0,5.0,2.5,93.0,10.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Hot tub,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hangers,Hair dryer",195.0,strict,34.035588328514145,-118.7043313770472,995.0
