,Zipcode,Property Type,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Amenities,Cleaning Fee,Cancellation Policy,Latitude,Longitude,Price
97069,94121,Apartment,650.0,1.0,1.0,89.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Family/kid friendly,Fire extinguisher,Essentials",50.0,strict,37.77984759702197,-122.48477573931696,120.0
97109,98109,House,1800.0,3.0,2.5,98.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo",100.0,moderate,47.63152635962671,-122.35628277607007,250.0
97214,94103,Apartment,1050.0,2.0,2.0,100.0,5.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",90.0,strict,37.77653320971659,-122.41877580993958,300.0
97245,94110,Apartment,140.0,1.0,1.5,100.0,1.0,"Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,translation missing: en.hosting_amenity_50",50.0,flexible,37.76024239805757,-122.4087959139565,80.0
97265,98109,Apartment,1200.0,1.0,1.0,96.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer",40.0,strict,47.619747926133755,-122.33913098708214,220.0
97386,94122,House,1660.0,3.0,2.0,93.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Dog(s),Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Shampoo,Hair dryer,Iron,Laptop friendly workspace",100.0,strict,37.75726938479707,-122.5009939735427,300.0
97392,94115,House,2.0,3.0,1.5,95.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",150.0,strict,37.78100841842559,-122.44083078453728,425.0
97441,92109,House,2500.0,1.0,2.5,100.0,10.0,"TV,Cable TV,Internet,Wireless Internet,Pool,Kitchen,Free Parking on Premises,Hot Tub,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,24-Hour Check-in,Hangers,Hair Dryer,Iron",250.0,strict,32.815387734206446,-117.22845466243784,695.0
97533,94131,Apartment,950.0,1.0,1.0,90.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",205.0,super_strict_30,37.75191264174378,-122.44385363370672,99.0
97655,94107,Loft,1700.0,1.0,1.5,96.0,3.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",45.0,moderate,37.74960110114964,-122.40092095710241,140.0
97712,94117,Apartment,1100.0,2.0,1.0,91.0,4.0,"Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials",100.0,strict,37.76271493120142,-122.45263349877777,325.0
97738,95062,House,180.0,1.0,1.0,95.0,2.0,"Internet,Wireless Internet,Wheelchair Accessible,Free Parking on Premises,Pets live on this property,Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo",50.0,moderate,36.968599102296466,-122.01119025876166,99.0
97777,98107,Apartment,450.0,0.0,1.0,99.0,4.0,"Internet,Wireless Internet,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo",40.0,moderate,47.665244637681454,-122.37040951426208,95.0
97783,98103,House,1000.0,2.0,1.0,90.0,6.0,"Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Essentials",50.0,strict,47.665213571557,-122.3367529584816,175.0
97943,20009,House,150.0,1.0,1.0,87.0,2.0,"Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",85.0,strict,38.91578091838658,-77.027037005882,68.0
98097,20003,Apartment,675.0,1.0,1.0,98.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",65.0,strict,38.88131238073026,-76.99659570274693,159.0
98429,20009,Apartment,1350.0,2.0,2.0,95.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",125.0,strict,38.920092189821354,-77.04137358360829,250.0
98658,92116,House,1600.0,3.0,2.0,94.0,8.0,"TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Free Parking on Premises,Pets live on this property,Other pet(s),Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Essentials",75.0,strict,32.76642390720377,-117.10548967507219,300.0
98708,92109,Apartment,1400.0,2.0,2.0,95.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Pool,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Elevator in Building,Hot Tub,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo",60.0,moderate,32.78820577668931,-117.23977393090372,995.0
98722,92113,House,516.0,1.0,1.0,93.0,2.0,"Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",60.0,moderate,32.701908786751964,-117.12993908150408,83.0
98727,92119,House,12.0,1.0,1.0,96.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Pool,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer",25.0,flexible,32.807868361526126,-117.01955391818731,38.0
98732,92101,Apartment,850.0,2.0,2.0,94.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Elevator in Building,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector",100.0,moderate,32.72450074734412,-117.16927017759008,135.0
98789,92101,Apartment,775.0,1.0,1.0,93.0,2.0,"TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Elevator in Building,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,moderate,32.72482390523454,-117.16414214430098,120.0
98803,92014,House,2250.0,3.0,3.0,94.0,8.0,"TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron",200.0,strict,32.931810561625554,-117.24951099726816,350.0
98821,94110,Apartment,450.0,1.0,1.0,95.0,2.0,"TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Keypad",48.0,strict,37.758628675071094,-122.41178925636144,126.0
98825,94110,Apartment,500.0,1.0,1.0,95.0,1.0,"Cable TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",75.0,strict,37.75762488503674,-122.41932566984038,99.0
98899,94118,Apartment,500.0,1.0,1.0,97.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad",80.0,moderate,37.778850828244636,-122.45769399287049,110.0
98903,94123,Condominium,900.0,1.0,1.0,96.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Shampoo",125.0,moderate,37.796928232843506,-122.43669858736273,200.0
98958,94114,Apartment,360.0,1.0,1.0,88.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Pets live on this property,Heating,Washer,Dryer,Smoke detector,Essentials",80.0,strict,37.75813280980431,-122.43550141074499,115.0
98987,94110,House,360.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Heating,Smoke detector,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50.0,moderate,37.74520796482908,-122.41938439992286,90.0
99006,94115,Apartment,300.0,0.0,1.0,96.0,2.0,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",80.0,moderate,37.78017226625294,-122.43770819958306,133.0
99030,94131,Apartment,2000.0,1.0,1.5,96.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo",100.0,moderate,37.74931995409256,-122.43385426895759,275.0
99161,98109,Boat,300.0,1.0,1.0,90.0,1.0,"Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Washer,Dryer",15.0,moderate,47.64291211246454,-122.34468331995241,85.0
99181,98116,House,1400.0,2.0,2.0,96.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo",60.0,strict,47.57700793740527,-122.41166700268096,240.0
99353,94609,House,140.0,1.0,1.0,93.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Laptop Friendly Workspace",50.0,moderate,37.84504447751151,-122.26983761723845,65.0
99392,94607,Loft,1200.0,1.0,1.0,100.0,2.0,"Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector",125.0,strict,37.79483852557961,-122.27371750275572,137.0
99474,97212,Apartment,1400.0,3.0,1.5,98.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",95.0,strict,45.53895246477269,-122.65155543322969,165.0
99566,92037,House,1500.0,1.0,1.0,95.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Wheelchair Accessible,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",40.0,strict,32.83114702149509,-117.28081747945032,169.0
99681,78751,Apartment,600.0,1.0,1.0,97.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",60.0,super_strict_30,30.302255232682985,-97.72869073261204,119.0
99710,78736,House,175.0,1.0,1.0,99.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo",20.0,flexible,30.251331351179093,-97.92872649630866,59.0
99735,78722,Apartment,160.0,0.0,1.0,97.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace",15.0,strict,30.285526259613672,-97.7201709353222,85.0
99783,78731,House,1600.0,3.0,2.0,94.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Other pet(s),Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer",80.0,strict,30.32160382392841,-97.74700169785193,490.0
99926,78701,Apartment,815.0,2.0,2.0,97.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad",50.0,strict,30.265133890340167,-97.74144161250601,205.0
99965,78702,House,688.0,2.0,1.0,97.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",50.0,strict,30.248398546667822,-97.72301922102484,105.0
100015,78704,House,1300.0,2.0,2.0,97.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock,Private living room,Private entrance",70.0,strict,30.237838359439284,-97.74408732341169,300.0
100065,02210,Apartment,0.0,1.0,1.0,100.0,2.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Elevator in Building,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Iron",50.0,strict,42.35078332264486,-71.04768246335634,149.0
100085,02135,Apartment,675.0,1.0,1.0,100.0,2.0,"Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_50",100.0,flexible,42.34171325284522,-71.14851195688931,184.0
100103,02125,Apartment,1200.0,2.0,1.0,93.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Smoke Detector,Fire Extinguisher",150.0,strict,42.32280313962161,-71.06184460563564,125.0
100454,60605,Apartment,650.0,1.0,1.0,98.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,24-hour check-in,Iron",80.0,moderate,41.87050175045508,-87.62912526083639,160.0
100489,94610,House,1400.0,3.0,1.5,100.0,4.0,"TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit",25.0,moderate,37.8188921907467,-122.24455245371985,160.0
100752,94122,House,1250.0,1.0,1.0,78.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",115.0,strict,37.75948589255282,-122.4683949406856,155.0
100837,92115,House,1.0,1.0,1.0,99.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Breakfast,Indoor Fireplace,Heating,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60.0,strict,32.763766844102264,-117.0756109174134,150.0
100929,92101,Condominium,0.0,1.0,2.0,97.0,2.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Gym,Elevator in Building,Hot Tub,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",160.0,strict,32.72305735166989,-117.17005473081016,125.0
101057,92109,Apartment,200.0,1.0,1.0,96.0,2.0,"TV,Cable TV,Wireless Internet,Air Conditioning,Pets Allowed,Pets live on this property,Dog(s),Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,strict,32.80961245274585,-117.23056253093335,70.0
101110,94102,Apartment,1100.0,1.0,2.0,100.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Doorman,Gym,Pets live on this property,Dog(s),Elevator in building,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",150.0,strict,37.77482225882226,-122.42141625128949,249.0
101170,94114,House,600.0,3.0,2.0,94.0,9.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",169.0,moderate,37.759345932452284,-122.44437418029759,333.0
101176,94114,Apartment,1200.0,3.0,1.0,95.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",150.0,strict,37.76146440714156,-122.43816796077455,325.0
101209,94114,Apartment,1200.0,2.0,1.0,93.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",35.0,strict,37.76095869503109,-122.432199269292,275.0
101394,97214,House,2500.0,4.0,2.0,98.0,11.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Hot tub,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo",150.0,strict,45.50761755325422,-122.63965036389489,300.0
101473,20002,House,1500.0,2.0,1.0,94.0,8.0,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",75.0,moderate,38.897684866787465,-76.97112529615247,140.0
101762,20010,Apartment,600.0,1.0,1.0,92.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",40.0,moderate,38.93159147030482,-77.04168699515837,107.0
101909,20020,Apartment,0.0,2.0,1.0,95.0,5.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",60.0,flexible,38.87347764024382,-76.97476201222749,99.0
